,userId,movieId,rating
143,0,1673,2.0
144,0,1686,4.0
145,0,1690,4.0
146,0,1703,5.0
147,0,1733,5.0
148,0,1742,2.0
149,0,1754,5.0
150,0,1767,4.0
151,0,1787,5.0
152,0,1789,2.0
153,0,1795,5.0
154,0,1805,4.0
155,0,1813,3.0
156,0,1825,5.0
157,0,1841,4.0
158,0,1849,5.0
159,0,1857,5.0
160,0,1865,4.0
161,0,1873,4.0
162,0,1882,5.0
163,0,1903,3.0
164,0,1904,5.0
165,0,1916,5.0
166,0,1938,5.0
167,0,1945,5.0
168,0,1956,5.0
169,0,1970,4.0
170,0,1971,2.0
171,0,1978,4.0
172,0,1985,4.0
173,0,1986,5.0
174,0,1989,4.0
175,0,1990,4.0
176,0,1993,5.0
177,0,1996,3.0
178,0,2019,5.0
179,0,2027,5.0
180,0,2037,5.0
181,0,2076,5.0
182,0,2102,4.0
183,0,2125,4.0
184,0,2144,5.0
185,0,2156,5.0
186,0,2181,5.0
187,0,2192,4.0
188,0,2214,5.0
189,0,2216,5.0
190,0,2217,5.0
191,0,2218,5.0
192,0,2224,5.0
193,0,2246,4.0
194,0,2248,5.0
195,0,2252,5.0
196,0,2254,5.0
197,0,2257,4.0
198,0,2284,5.0
199,0,2285,5.0
200,0,2300,5.0
201,0,2301,5.0
202,0,2308,4.0
203,0,2370,5.0
204,0,2386,4.0
205,0,2392,1.0
206,0,2429,3.0
207,0,2432,3.0
208,0,2438,5.0
209,0,2458,5.0
210,0,2523,5.0
211,0,2568,4.0
212,0,2569,4.0
213,0,2570,5.0
214,0,2576,5.0
215,0,2578,5.0
216,0,2599,4.0
217,0,2604,4.0
218,0,2632,4.0
219,0,2670,5.0
220,0,2692,4.0
221,0,2709,4.0
222,0,2729,5.0
223,0,2760,5.0
224,0,2761,5.0
225,0,2784,5.0
226,0,2794,4.0
227,0,2798,4.0
228,0,2832,5.0
229,0,2843,4.0
230,0,2987,4.0
231,0,3668,5.0
232,1,277,3.0
233,1,291,4.0
234,1,1283,4.5
235,1,2670,4.0
236,1,4607,4.0
237,1,5294,3.5
238,1,6236,4.0
239,1,6298,4.0
240,1,6693,4.5
241,1,6784,5.0
242,1,6993,4.5
243,1,7137,3.0
244,1,7241,4.0
245,1,7306,3.0
246,1,7355,4.0
247,1,7398,4.5
248,1,7419,5.0
249,1,7572,4.0
250,1,7679,5.0
251,1,7750,3.5
252,1,7758,2.5
253,1,8045,3.5
254,1,8287,5.0
255,1,8358,3.0
256,1,8448,4.0
257,1,8491,2.0
258,1,8532,3.5
259,1,8663,5.0
260,1,8810,5.0
261,2,30,0.5
262,2,461,0.5
263,2,545,0.5
264,2,565,0.5
265,2,585,0.5
266,2,656,5.0
267,2,696,0.5
268,2,831,0.5
269,2,852,0.5
270,2,961,0.5
271,2,970,0.5
272,2,973,3.5
273,2,999,0.5
274,2,1053,3.0
275,2,1189,4.5
276,2,1492,0.5
277,2,1543,0.5
278,2,1552,0.5
279,2,1566,2.0
280,2,1700,4.0
281,2,1823,0.5
282,2,2140,5.0
283,2,2278,4.5
284,2,2414,0.5
285,2,2761,5.0
286,2,2941,0.5
287,2,3330,5.0
288,2,3661,0.5
289,2,3729,5.0
290,2,4039,5.0
291,2,4044,4.5
292,2,4116,5.0
293,2,4267,0.5
294,2,4588,5.0
295,2,5042,4.5
296,2,5070,5.0
297,2,5491,4.5
298,2,7097,5.0
299,2,7168,0.5
300,3,20,3.0
301,3,31,2.0
302,3,41,3.0
303,3,43,2.0
304,3,47,3.0
305,3,52,3.0
306,3,94,4.0
307,3,108,5.0
308,3,109,1.0
309,3,135,5.0
310,3,143,3.0
311,3,148,5.0
312,3,161,2.0
313,3,183,5.0
314,3,189,1.0
315,3,198,5.0
316,3,201,2.0
317,3,211,3.0
318,3,224,5.0
319,3,228,5.0
320,3,257,1.0
321,3,278,5.0
322,3,300,5.0
323,3,303,4.0
324,3,306,4.0
325,3,309,3.0
326,3,315,3.0
327,3,326,4.0
328,3,361,2.0
329,3,384,1.0
330,3,391,2.0
331,3,398,5.0
332,3,413,5.0
333,3,429,5.0
334,3,444,1.0
335,3,471,5.0
336,3,472,1.0
337,3,485,2.0
338,3,506,4.0
339,3,510,5.0
340,3,512,3.0
341,3,515,2.0
342,3,520,5.0
343,3,546,3.0
344,3,577,4.0
345,3,604,3.0
346,3,628,4.0
347,3,676,4.0
348,3,680,5.0
349,3,681,4.0
350,3,684,4.0
351,3,686,4.0
352,3,690,5.0
353,3,692,5.0
354,3,694,5.0
355,3,696,5.0
356,3,701,5.0
357,3,702,5.0
358,3,711,5.0
359,3,718,3.0
360,3,783,4.0
361,3,799,5.0
362,3,808,3.0
363,3,810,2.0
364,3,815,4.0
365,3,816,5.0
366,3,818,2.0
367,3,819,5.0
368,3,823,5.0
369,3,825,5.0
370,3,832,3.0
371,3,839,5.0
372,3,862,5.0
373,3,883,4.0
374,3,885,1.0
375,3,890,5.0
376,3,897,5.0
377,3,898,5.0
378,3,899,3.0
379,3,900,2.0
380,3,904,5.0
381,3,911,1.0
382,3,913,4.0
383,3,919,4.0
384,3,925,4.0
385,3,948,5.0
386,3,957,4.0
387,3,963,4.0
388,3,964,4.0
389,3,977,2.0
390,3,980,5.0
391,3,981,5.0
392,3,986,4.0
393,3,989,4.0
394,3,1001,3.0
395,3,1070,1.0
396,3,1112,5.0
397,3,1123,4.0
398,3,1145,4.0
399,3,1153,4.0
400,3,1182,3.0
401,3,1198,1.0
402,3,1217,2.0
403,3,1231,4.0
404,3,1283,1.0
405,3,1289,4.0
406,3,1297,4.0
407,3,1298,5.0
408,3,1299,3.0
409,3,1347,5.0
410,3,1362,2.0
411,3,1373,4.0
412,3,1375,3.0
413,3,1380,2.0
414,3,1383,4.0
415,3,1389,3.0
416,3,1395,4.0
417,3,1396,1.0
418,3,1403,3.0
419,3,1423,5.0
420,3,1442,2.0
421,3,1443,5.0
422,3,1444,4.0
423,3,1493,2.0
424,3,1540,4.0
425,3,1542,5.0
426,3,1570,4.0
427,3,1602,3.0
428,3,1607,5.0
429,3,1627,5.0
430,3,1639,5.0
431,3,1649,4.0
432,3,1650,5.0
433,3,1696,1.0
434,3,1729,1.0
435,3,1740,2.0
436,3,1752,4.0
437,3,1760,4.0
438,3,1790,5.0
439,3,1795,3.0
440,3,1805,4.0
441,3,1854,4.0
442,3,1938,1.0
443,3,1948,5.0
444,3,1959,5.0
445,3,1978,1.0
446,3,2013,4.0
447,3,2019,5.0
448,3,2035,2.0
449,3,2077,4.0
450,3,2078,1.0
451,3,2083,2.0
452,3,2096,5.0
453,3,2135,5.0
454,3,2144,5.0
455,3,2157,4.0
456,3,2196,4.0
457,3,2200,5.0
458,3,2224,2.0
459,3,2236,2.0
460,3,2257,4.0
461,3,2284,4.0
462,3,2295,5.0
463,3,2306,4.0
464,3,2323,3.0
465,3,2326,5.0
466,3,2380,4.0
467,3,2391,1.0
468,3,2392,4.0
469,3,2411,4.0
470,3,2440,4.0
471,3,2486,4.0
472,3,2507,3.0
473,3,2514,5.0
474,3,2523,4.0
475,3,2543,4.0
476,3,2601,2.0
477,3,2604,1.0
478,3,2619,5.0
479,3,2640,2.0
480,3,2677,1.0
481,3,2827,3.0
482,3,2843,3.0
483,3,2876,5.0
484,3,2903,4.0
485,3,2912,3.0
486,3,2955,4.0
487,3,2979,4.0
488,3,2984,3.0
489,3,2994,1.0
490,3,3000,3.0
491,3,3001,4.0
492,3,3006,3.0
493,3,3007,3.0
494,3,3011,4.0
495,3,3012,5.0
496,3,3038,3.0
497,3,3065,4.0
498,3,3083,3.0
499,3,3099,3.0
500,3,3136,2.0
501,3,3147,5.0
502,3,3152,4.0
503,3,3156,3.0
504,3,3161,2.0
505,3,3168,4.0
506,3,3191,1.0
507,3,3214,4.0
508,3,3236,3.0
509,3,3407,1.0
510,3,3470,3.0
511,3,3481,5.0
512,3,3560,3.0
513,3,3569,4.0
514,3,3574,4.0
515,3,3613,5.0
516,4,0,4.0
517,4,20,4.0
518,4,32,4.0
519,4,33,4.0
520,4,35,3.0
521,4,46,4.0
522,4,52,5.0
523,4,97,4.0
524,4,123,3.0
525,4,126,3.0
526,4,198,4.0
527,4,211,5.0
528,4,217,3.0
529,4,225,4.0
530,4,228,3.0
531,4,229,1.0
532,4,251,5.0
533,4,257,5.0
534,4,260,3.0
535,4,275,2.0
536,4,277,3.0
537,4,302,3.0
538,4,307,3.0
539,4,315,2.0
540,4,322,3.0
541,4,325,4.0
542,4,337,2.0
543,4,355,3.0
544,4,398,4.0
545,4,412,4.0
546,4,413,5.0
547,4,450,3.0
548,4,461,5.0
549,4,464,4.0
550,4,467,3.0
551,4,506,4.0
552,4,507,3.0
553,4,508,5.0
554,4,509,3.0
555,4,511,5.0
556,4,512,5.0
557,4,513,5.0
558,4,514,3.0
559,4,520,3.0
560,5,1,4.0
561,5,2,5.0
562,5,3,3.0
563,5,4,5.0
564,5,5,4.0
565,5,6,4.0
566,5,7,3.0
567,5,9,3.0
568,5,10,4.0
569,5,12,3.0
570,5,14,4.0
571,5,15,4.0
572,5,16,4.0
573,5,18,2.0
574,5,20,2.0
575,5,21,5.0
576,5,23,4.0
577,5,24,3.0
578,5,25,4.0
579,5,26,3.0
580,5,30,3.0
581,5,31,4.0
582,5,32,4.0
583,5,33,5.0
584,5,37,4.0
585,5,39,4.0
586,5,41,3.0
587,5,42,4.0
588,5,43,4.0
589,5,46,1.0
590,5,49,4.0
591,5,53,4.0
592,5,54,4.0
593,5,55,4.0
594,5,58,3.0
595,5,59,3.0
596,5,68,4.0
597,5,71,3.0
598,5,77,5.0
599,5,78,3.0
600,5,79,2.0
601,5,80,4.0
602,5,81,4.0
603,5,82,4.0
604,5,84,4.0
605,5,88,3.0
606,5,90,1.0
607,5,92,4.0
608,5,93,3.0
609,5,97,5.0
610,5,99,4.0
611,5,100,3.0
612,5,109,3.0
613,5,113,3.0
614,5,115,3.0
615,5,116,4.0
616,5,118,4.0
617,5,119,4.0
618,5,123,4.0
619,5,124,4.0
620,5,126,3.0
621,5,131,4.0
622,5,132,3.0
623,5,133,5.0
624,5,134,3.0
625,5,136,3.0
626,5,138,3.0
627,5,140,5.0
628,5,142,3.0
629,5,143,3.0
630,5,146,3.0
631,5,149,3.0
632,5,151,1.0
633,5,152,2.0
634,5,153,3.0
635,5,156,3.0
636,5,157,3.0
637,5,160,3.0
638,5,162,2.0
639,5,165,4.0
640,5,166,3.0
641,5,169,3.0
642,5,172,3.0
643,5,173,3.0
644,5,175,4.0
645,5,176,3.0
646,5,177,3.0
647,5,178,4.0
648,5,180,4.0
649,5,184,4.0
650,5,185,3.0
651,5,186,2.0
652,5,187,3.0
653,5,189,4.0
654,5,191,3.0
655,5,192,4.0
656,5,196,5.0
657,5,197,3.0
658,5,200,2.0
659,5,202,4.0
660,5,203,4.0
661,5,205,3.0
662,5,206,3.0
663,5,209,3.0
664,5,212,5.0
665,5,214,4.0
666,5,215,3.0
667,5,216,4.0
668,5,217,3.0
669,5,218,3.0
670,5,220,3.0
671,5,221,5.0
672,5,222,3.0
673,5,225,4.0
674,5,226,5.0
675,5,228,3.0
676,5,229,3.0
677,5,230,3.0
678,5,232,3.0
679,5,233,4.0
680,5,235,3.0
681,5,236,4.0
682,5,238,4.0
683,5,239,5.0
684,5,241,3.0
685,5,243,4.0
686,5,244,3.0
687,5,249,2.0
688,5,250,3.0
689,5,252,3.0
690,5,253,4.0
691,5,254,3.0
692,5,257,2.0
693,5,262,3.0
694,5,263,3.0
695,5,264,4.0
696,5,269,3.0
697,5,271,1.0
698,5,272,3.0
699,5,273,5.0
700,5,274,4.0
701,5,275,5.0
702,5,276,4.0
703,5,277,5.0
704,5,285,1.0
705,5,287,4.0
706,5,288,3.0
707,5,290,3.0
708,5,291,5.0
709,5,294,3.0
710,5,295,5.0
711,5,297,4.0
712,5,298,4.0
713,5,300,3.0
714,5,301,3.0
715,5,302,3.0
716,5,305,3.0
717,5,306,3.0
718,5,307,5.0
719,5,308,5.0
720,5,309,4.0
721,5,310,3.0
722,5,311,4.0
723,5,312,4.0
724,5,313,4.0
725,5,314,5.0
726,5,315,3.0
727,5,316,3.0
728,5,317,3.0
729,5,318,3.0
730,5,319,4.0
731,5,320,3.0
732,5,322,5.0
733,5,324,3.0
734,5,325,4.0
735,5,326,5.0
736,5,328,4.0
737,5,329,3.0
738,5,332,3.0
739,5,334,5.0
740,5,335,3.0
741,5,337,4.0
742,5,338,3.0
743,5,339,3.0
744,5,340,3.0
745,5,350,3.0
746,5,355,3.0
747,5,356,3.0
748,5,359,4.0
749,5,360,3.0
750,5,363,3.0
751,5,370,3.0
752,5,376,5.0
753,5,378,4.0
754,5,379,3.0
755,5,381,3.0
756,5,383,4.0
757,5,387,3.0
758,5,391,4.0
759,5,395,4.0
760,5,396,3.0
761,5,398,5.0
762,5,399,3.0
763,5,401,3.0
764,5,404,2.0
765,5,406,4.0
766,5,407,4.0
767,5,410,3.0
768,5,412,4.0
769,5,413,4.0
770,5,415,4.0
771,5,418,5.0
772,5,422,3.0
773,5,426,3.0
774,5,427,3.0
775,5,428,4.0
776,5,430,3.0
777,5,431,3.0
778,5,434,3.0
779,5,436,5.0
780,5,438,3.0
781,5,440,3.0
782,5,443,4.0
783,5,444,3.0
784,5,445,3.0
785,5,450,4.0
786,5,451,4.0
787,5,455,3.0
788,5,459,3.0
789,5,461,3.0
790,5,464,3.0
791,5,465,3.0
792,5,469,3.0
793,5,470,3.0
794,5,472,3.0
795,5,473,3.0
796,5,475,4.0
797,5,476,3.0
798,5,478,2.0
799,5,480,3.0
800,5,484,3.0
801,5,485,5.0
802,5,494,4.0
803,5,497,3.0
804,5,505,5.0
805,5,506,5.0
806,5,507,3.0
807,5,508,5.0
808,5,509,3.0
809,5,510,4.0
810,5,511,4.0
811,5,512,5.0
812,5,513,3.0
813,5,514,4.0
814,5,519,3.0
815,5,520,3.0
816,5,521,4.0
817,5,527,5.0
818,5,533,3.0
819,5,534,4.0
820,5,540,4.0
821,5,543,1.0
822,5,545,4.0
823,5,552,3.0
824,5,555,3.0
825,5,568,3.0
826,5,570,3.0
827,5,572,4.0
828,5,574,3.0
829,5,577,4.0
830,5,578,5.0
831,5,579,3.0
832,5,580,4.0
833,5,584,2.0
834,5,594,5.0
835,5,600,3.0
836,5,607,1.0
837,5,609,3.0
838,5,612,3.0
839,5,615,5.0
840,5,618,5.0
841,5,625,3.0
842,5,627,3.0
843,5,629,3.0
844,5,630,4.0
845,5,639,3.0
846,5,644,5.0
847,5,647,4.0
848,5,649,3.0
849,5,650,4.0
850,5,651,3.0
851,5,654,3.0
852,5,655,4.0
853,5,658,4.0
854,5,662,3.0
855,5,668,3.0
856,5,669,3.0
857,5,673,3.0
858,5,675,3.0
859,5,747,3.0
860,5,748,3.0
861,5,751,4.0
862,5,755,4.0
863,5,758,4.0
864,5,760,2.0
865,5,762,4.0
866,5,764,4.0
867,5,797,3.0
868,5,801,5.0
869,5,811,4.0
870,5,812,4.0
871,5,815,3.0
872,5,821,4.0
873,5,823,3.0
874,6,0,4.5
875,6,46,4.5
876,6,52,3.0
877,6,123,4.5
878,6,138,4.0
879,6,224,5.0
880,6,314,5.0
881,6,337,3.0
882,6,404,5.0
883,6,418,5.0
884,6,505,2.0
885,6,506,3.0
886,6,507,2.5
887,6,509,3.0
888,6,510,5.0
889,6,512,3.5
890,6,546,4.0
891,6,602,4.0
892,6,615,4.5
893,6,702,3.0
894,6,706,4.0
895,6,838,4.0
896,6,885,1.5
897,6,897,4.0
898,6,908,4.0
899,6,910,4.0
900,6,919,5.0
901,6,920,4.5
902,6,938,5.0
903,6,944,1.5
904,6,968,5.0
905,6,1153,3.5
906,6,1186,5.0
907,6,1210,4.0
908,6,1217,3.0
909,6,1266,3.0
910,6,1321,0.5
911,6,1397,4.0
912,6,1403,1.5
913,6,1430,4.5
914,6,1493,5.0
915,6,1729,2.0
916,6,1754,3.5
917,6,1904,5.0
918,6,1978,1.5
919,6,1985,3.0
920,6,2006,4.5
921,6,2013,2.0
922,6,2016,2.5
923,6,2028,1.5
924,6,2038,3.5
925,6,2077,4.5
926,6,2144,4.0
927,6,2353,4.5
928,6,2504,1.5
929,6,2543,4.5
930,6,2670,1.5
931,6,2696,1.0
932,6,2832,3.5
933,6,2888,5.0
934,6,2916,4.0
935,6,2962,2.5
936,6,2978,3.0
937,6,2998,4.0
938,6,3133,2.0
939,6,3152,2.0
940,6,3189,4.0
941,6,3192,0.5
942,6,3229,4.5
943,6,3409,1.0
944,6,3441,1.5
945,6,3535,1.5
946,6,3554,3.0
947,6,3563,4.0
948,6,3569,4.0
949,6,3609,4.0
950,6,3633,4.5
951,6,3635,4.5
952,6,3740,3.5
953,6,3814,3.5
954,6,3827,0.5
955,6,3868,4.0
956,6,3880,3.0
957,6,3885,3.0
958,6,3910,1.5
959,6,3979,5.0
960,6,4070,4.5
961,6,4131,4.5
962,6,4153,4.0
963,6,4155,4.5
964,6,4328,4.0
965,6,4345,4.0
966,6,4416,0.5
967,6,4421,4.5
968,6,4600,4.5
969,6,4631,2.0
970,6,4786,4.5
971,6,4791,4.0
972,6,4793,3.0
973,6,4931,4.0
974,6,5122,4.5
975,6,5150,3.5
976,6,5156,2.5
977,6,5161,2.0
978,6,5212,4.5
979,6,5250,4.5
980,6,5259,3.5
981,6,5260,1.0
982,6,5290,1.0
983,6,5294,4.5
984,6,5299,1.5
985,6,5319,1.0
986,6,5322,3.5
987,6,5331,1.0
988,6,5332,4.5
989,6,5354,4.0
990,6,5360,4.0
991,6,5361,3.5
992,6,5363,4.0
993,6,5365,1.0
994,6,5370,2.5
995,6,5371,2.5
996,6,5380,4.0
997,6,5674,3.0
998,6,5725,3.5
999,6,5726,2.0
1000,6,5791,3.5
1001,6,5804,2.0
1002,6,5805,1.5
1003,6,5817,2.0
1004,6,5834,3.5
1005,6,5867,3.5
1006,6,5880,1.0
1007,6,5901,2.0
1008,6,5907,1.0
1009,6,5915,3.0
1010,6,5927,4.5
1011,6,5993,3.5
1012,6,6006,3.5
1013,6,6071,4.5
1014,6,6192,4.0
1015,6,6195,4.5
1016,6,6201,1.0
1017,6,6207,0.5
1018,6,6221,1.0
1019,6,6298,1.0
1020,6,6315,4.5
1021,6,6321,2.5
1022,6,6329,4.5
1023,6,6332,3.5
1024,6,6335,0.5
1025,6,6351,3.0
1026,7,1,4.0
1027,7,9,2.0
1028,7,10,4.0
1029,7,20,4.0
1030,7,31,3.0
1031,7,32,5.0
1032,7,35,3.0
1033,7,43,4.0
1034,7,46,5.0
1035,7,97,3.0
1036,7,116,3.0
1037,7,123,4.0
1038,7,126,2.0
1039,7,156,5.0
1040,7,157,4.0
1041,7,176,3.0
1042,7,197,4.0
1043,7,201,3.0
1044,7,202,3.0
1045,7,216,3.0
1046,7,217,5.0
1047,7,244,3.0
1048,7,253,3.0
1049,7,257,4.0
1050,7,276,3.0
1051,7,277,5.0
1052,7,297,3.0
1053,7,314,3.0
1054,7,315,5.0
1055,7,322,5.0
1056,7,325,3.0
1057,7,334,4.0
1058,7,337,5.0
1059,7,376,1.0
1060,7,383,3.0
1061,7,395,4.0
1062,7,398,3.0
1063,7,418,4.0
1064,7,436,2.0
1065,7,461,5.0
1066,7,472,3.0
1067,7,504,3.0
1068,7,505,3.0
1069,7,508,5.0
1070,7,509,3.0
1071,7,510,4.0
1072,7,514,3.0
1073,8,37,3.0
1074,8,158,3.0
1075,8,190,4.0
1076,8,329,3.0
1077,8,532,3.0
1078,8,704,4.0
1079,8,705,5.0
1080,8,794,2.0
1081,8,833,4.0
1082,8,899,5.0
1083,8,968,5.0
1084,8,1258,4.0
1085,8,1463,2.0
1086,8,1485,3.0
1087,8,1486,4.0
1088,8,1497,3.0
1089,8,1710,5.0
1090,8,2160,3.0
1091,8,2183,2.0
1092,8,2389,2.0
1093,8,2492,3.0
1094,8,2789,3.0
1095,8,3074,1.0
1096,8,3352,1.0
1097,8,3633,5.0
1098,8,3740,4.0
1099,8,3827,3.0
1100,8,3868,4.0
1101,8,3870,4.0
1102,8,3874,4.0
1103,8,3898,5.0
1104,8,3915,1.0
1105,8,4082,1.0
1106,8,4083,3.0
1107,8,4090,3.0
1108,8,4104,4.0
1109,8,4105,1.0
1110,8,4106,4.0
1111,8,4111,5.0
1112,8,4131,5.0
1113,8,4135,4.0
1114,8,4139,1.0
1115,8,4141,4.0
1116,8,4152,2.0
1117,8,4161,4.0
1118,8,4186,2.0
1119,9,257,1.0
1120,9,314,3.5
1121,9,506,4.0
1122,9,514,3.5
1123,9,694,4.0
1124,9,785,0.5
1125,9,826,3.0
1126,9,945,3.0
1127,9,1004,3.0
1128,9,1321,3.5
1129,9,1389,4.0
1130,9,1938,0.5
1131,9,2006,3.5
1132,9,2077,0.5
1133,9,2144,1.0
1134,9,2224,0.5
1135,9,2670,4.0
1136,9,2895,3.0
1137,9,3152,3.5
1138,9,3189,4.5
1139,9,3282,4.5
1140,9,3633,4.0
1141,9,3635,4.0
1142,9,3673,3.0
1143,9,3826,3.5
1144,9,3981,3.0
1145,9,4125,3.0
1146,9,4131,4.0
1147,9,4136,3.0
1148,9,4221,3.0
1149,9,4282,3.0
1150,9,4354,3.5
1151,9,4417,4.0
1152,9,4636,4.0
1153,9,4788,4.0
1154,9,4790,3.0
1155,9,4791,4.0
1156,9,4792,4.0
1157,9,4803,4.5
1158,9,4858,3.5
1159,9,4910,4.0
1160,9,4935,3.5
1161,9,4939,5.0
1162,9,5213,3.5
1163,9,5217,5.0
1164,9,5250,3.5
1165,9,5259,3.5
1166,9,5299,3.0
1167,9,5321,5.0
1168,9,5363,2.5
1169,9,5369,3.5
1170,9,5370,1.0
1171,9,5721,3.5
1172,9,5767,2.5
1173,9,5780,4.5
1174,9,5863,3.0
1175,9,5895,3.0
1176,9,5901,5.0
1177,9,6041,3.0
1178,9,6046,4.0
1179,9,6056,2.5
1180,9,6241,3.0
1181,9,6329,5.0
1182,9,6335,5.0
1183,9,6416,3.0
1184,9,6420,4.5
1185,9,6422,1.5
1186,9,6517,3.5
1187,9,6621,3.5
1188,9,6641,3.0
1189,9,6665,3.5
1190,9,6693,4.5
1191,9,6727,2.5
1192,9,6731,2.0
1193,9,6770,3.0
1194,9,6797,2.0
1195,9,6813,2.5
1196,9,6869,3.5
1197,9,6888,4.5
1198,9,6912,0.5
1199,9,6951,3.5
1200,9,7022,4.0
1201,9,7039,4.5
1202,9,7061,3.0
1203,9,7070,3.0
1204,9,7074,0.5
1205,9,7139,5.0
1206,9,7154,2.5
1207,9,7166,3.5
1208,9,7171,3.0
1209,9,7187,3.5
1210,9,7190,3.5
1211,9,7195,2.5
1212,9,7197,3.0
1213,9,7239,3.0
1214,9,7314,2.0
1215,9,7346,3.0
1216,9,7354,5.0
1217,9,7399,3.5
1218,9,7442,2.5
1219,9,7449,5.0
1220,9,7450,3.5
1221,9,7460,3.5
1222,9,7468,2.0
1223,9,7505,3.5
1224,9,7578,3.0
1225,9,7601,3.5
1226,9,7629,4.0
1227,9,7647,3.0
1228,9,7731,3.0
1229,9,7750,5.0
1230,9,7784,5.0
1231,9,7849,4.5
1232,9,7888,4.0
1233,9,7903,4.0
1234,9,7909,3.0
1235,9,7911,3.5
1236,9,7937,5.0
1237,9,7979,0.5
1238,9,8008,1.0
1239,9,8018,3.0
1240,9,8182,4.0
1241,9,8183,4.0
1242,9,8227,4.0
1243,9,8247,2.5
1244,9,8278,3.5
1245,9,8285,4.5
1246,9,8287,1.0
1247,9,8299,2.0
1248,9,8354,0.5
1249,9,8358,0.5
1250,9,8370,4.0
1251,9,8429,4.0
1252,9,8467,4.5
1253,9,8476,4.0
1254,9,8618,1.0
1255,9,8769,3.5
1256,9,8911,5.0
1257,9,8952,4.0
1258,9,8988,5.0
1259,10,5,5.0
1260,10,9,3.0
1261,10,33,4.0
1262,10,40,2.0
1263,10,84,3.0
1264,10,97,5.0
1265,10,123,5.0
1266,10,126,3.0
1267,10,138,3.0
1268,10,142,4.0
1269,10,176,3.0
1270,10,253,4.0
1271,10,277,4.0
1272,10,307,5.0
1273,10,314,5.0
1274,10,326,3.0
1275,10,333,2.0
1276,10,334,3.0
1277,10,337,4.0
1278,10,378,3.0
1279,10,398,5.0
1280,10,404,3.0
1281,10,412,4.0
1282,10,418,4.0
1283,10,430,3.0
1284,10,446,4.0
1285,10,463,5.0
1286,10,507,4.0
1287,10,510,5.0
1288,10,546,4.0
1289,10,592,4.0
1290,10,594,4.0
1291,10,615,4.0
1292,10,837,3.0
1293,10,838,5.0
1294,10,910,4.0
1295,10,1045,4.0
1296,10,1052,3.0
1297,10,1065,3.0
1298,10,1070,1.0
1299,10,1083,5.0
1300,10,1104,3.0
1301,10,1154,4.0
1302,10,1170,4.0
1303,10,1180,3.0
1304,10,1186,5.0
